Region,Trust_type,Trust_subtype,Trust_code,Trust_name,Domain,Sub-domain,Metric_ID,Metric_description,Reporting_date,Units,Value,Median_value,Lower_quartile,Upper_quartile,Rank
North West,Acute trust,Acute - Specialist,RBS,Alder Hey Children's NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North West,Acute trust,Acute - Small,RBT,Mid Cheshire Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North West,Acute trust,Acute - Specialist,RBV,The Christie NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
East,Acute trust,Acute - Medium,RC9,Bedfordshire Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North East,Acute trust,Acute - Teaching,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North East,Acute trust,Acute - Small,RCD,Harrogate and District NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
North East,Acute trust,Acute - Small,RCF,Airedale NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North East,Acute trust,Acute - Specialist,RCU,Sheffield Children's NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
East,Acute trust,Acute - Small,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
South West,Acute trust,Acute - Medium,RD1,Royal United Hospitals Bath NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
East,Acute trust,Acute - Teaching,RD8,Milton Keynes University Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
East,Acute trust,Acute - Large,RDE,East Suffolk and North Essex NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
South East,Acute trust,Acute - Large,RDU,Frimley Health NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South West,Acute trust,Acute - Large,REF,Royal Cornwall Hospitals NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North West,Acute trust,Acute - Teaching,REM,Liverpool University Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North West,Acute trust,Acute - Specialist,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North West,Acute trust,Acute - Specialist,REP,Liverpool Women's NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North West,Acute trust,Acute - Specialist,RET,The Walton Centre NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
London,Acute trust,Acute - Teaching,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
North East,Acute trust,Acute - Small,RFF,Barnsley Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North East,Acute trust,Acute - Small,RFR,The Rotherham NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Small,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
East,Acute trust,Acute - Specialist,RGM,Royal Papworth Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
East,Acute trust,Acute - Large,RGN,North West Anglia NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
East,Acute trust,Acute - Teaching,RGP,James Paget University Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
East,Acute trust,Acute - Small,RGR,West Suffolk NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
East,Acute trust,Acute - Teaching,RGT,Cambridge University Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
South West,Acute trust,Acute - Multi-Service,RH5,Somerset NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
South West,Acute trust,Acute - Large,RH8,Royal Devon University Healthcare NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
South East,Acute trust,Acute - Teaching,RHM,University Hospital Southampton NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North East,Acute trust,Acute - Teaching,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South East,Acute trust,Acute - Large,RHU,Portsmouth Hospitals University National Health Service Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South East,Acute trust,Acute - Large,RHW,Royal Berkshire NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
London,Acute trust,Acute - Teaching,RJ1,Guy's and St Thomas' NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
London,Acute trust,Acute - Large,RJ2,Lewisham and Greenwich NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
London,Acute trust,Acute - Medium,RJ6,Croydon Health Services NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
London,Acute trust,Acute - Teaching,RJ7,St George's University Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Teaching,RJC,South Warwickshire University NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
Midlands,Acute trust,Acute - Teaching,RJE,University Hospitals of North Midlands NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North East,Acute trust,Acute - Medium,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North West,Acute trust,Acute - Small,RJN,East Cheshire NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North West,Acute trust,Acute - Small,RJR,Countess of Chester Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
London,Acute trust,Acute - Teaching,RJZ,King's College Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
Midlands,Acute trust,Acute - Medium,RK5,Sherwood Forest Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South West,Acute trust,Acute - Teaching,RK9,University Hospitals Plymouth NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Teaching,RKB,University Hospitals Coventry and Warwickshire NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
London,Acute trust,Acute - Multi-Service,RKE,Whittington Health NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
Midlands,Acute trust,Acute - Specialist,RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
Midlands,Acute trust,Acute - Large,RL4,The Royal Wolverhampton NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Multi-Service,RLQ,Wye Valley NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Small,RLT,George Eliot Hospital NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
East,Acute trust,Acute - Teaching,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North West,Acute trust,Acute - Teaching,RM3,Northern Care Alliance NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North West,Acute trust,Acute - Medium,RMC,Bolton NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
North West,Acute trust,Acute - Small,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South West,Acute trust,Acute - Medium,RN3,Great Western Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
South East,Acute trust,Acute - Large,RN5,Hampshire Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South East,Acute trust,Acute - Small,RN7,Dartford and Gravesham NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Medium,RNA,The Dudley Group NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North East,Acute trust,Acute - Medium,RNN,North Cumbria Integrated Care NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Small,RNQ,Kettering General Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Medium,RNS,Northampton General Hospital NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South West,Acute trust,Acute - Small,RNZ,Salisbury NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
London,Acute trust,Acute - Specialist,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North East,Acute trust,Acute - Teaching,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
London,Acute trust,Acute - Specialist,RP6,Moorfields Eye Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
South East,Acute trust,Acute - Medium,RPA,Medway NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South East,Acute trust,Acute - Specialist,RPC,Queen Victoria Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
London,Acute trust,Acute - Specialist,RPY,The Royal Marsden NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
Midlands,Acute trust,Acute - Specialist,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
London,Acute trust,Acute - Teaching,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
East,Acute trust,Acute - Small,RQW,The Princess Alexandra Hospital NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
London,Acute trust,Acute - Teaching,RQX,Homerton Healthcare NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
North East,Acute trust,Acute - Medium,RR7,Gateshead Health NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North East,Acute trust,Acute - Teaching,RR8,Leeds Teaching Hospitals NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North West,Acute trust,Acute - Medium,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
Midlands,Acute trust,Acute - Specialist,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
Midlands,Acute trust,Acute - Teaching,RRK,University Hospitals Birmingham NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
London,Acute trust,Acute - Teaching,RRV,University College London Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North East,Acute trust,Acute - Teaching,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
South West,Acute trust,Acute - Large,RTE,Gloucestershire Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North East,Acute trust,Acute - Large,RTF,Northumbria Healthcare NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
Midlands,Acute trust,Acute - Teaching,RTG,University Hospitals of Derby and Burton NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
South East,Acute trust,Acute - Teaching,RTH,Oxford University Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South East,Acute trust,Acute - Medium,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South East,Acute trust,Acute - Medium,RTP,Surrey and Sussex Healthcare NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North East,Acute trust,Acute - Teaching,RTR,South Tees Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North West,Acute trust,Acute - Teaching,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South West,Acute trust,Acute - Large,RVJ,North Bristol NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
London,Acute trust,Acute - Teaching,RVR,Epsom and St Helier University Hospitals NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
South East,Acute trust,Acute - Teaching,RVV,East Kent Hospitals University NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
North East,Acute trust,Acute - Medium,RVW,North Tees and Hartlepool NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North East,Acute trust,Acute - Teaching,RWA,Hull University Teaching Hospitals NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
Midlands,Acute trust,Acute - Large,RWD,United Lincolnshire Hospitals NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
Midlands,Acute trust,Acute - Teaching,RWE,University Hospitals of Leicester NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,4.0,,,,
South East,Acute trust,Acute - Large,RWF,Maidstone and Tunbridge Wells NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
East,Acute trust,Acute - Teaching,RWG,West Hertfordshire Teaching Hospitals NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
East,Acute trust,Acute - Large,RWH,East and North Hertfordshire NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,1.0,,,,
North West,Acute trust,Acute - Medium,RWJ,Stockport NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
Midlands,Acute trust,Acute - Large,RWP,Worcestershire Acute Hospitals NHS Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,3.0,,,,
North West,Acute trust,Acute - Teaching,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,Finance and productivity,Finance,OF1080,Combined finance,Q1 2025/26,score,2.0,,,,
