"RXCUI","DRUG_DESCRIPTION","VOCABULARY","CODE","INDICATION_DESCRIPTION"
7701,"ornidazole","ICD9CM","136.8","Other specified infectious and parasitic diseases"
7715,"orphenadrine","ICD10CM","A35","Other tetanus"
7715,"orphenadrine","ICD10CM","G72.49","Inflammatory myopathy NOS"
7715,"orphenadrine","ICD10CM","M60","Myositis"
7715,"orphenadrine","ICD10CM","M60.9","Myositis, unspecified"
7715,"orphenadrine","ICD10CM","M62.83","Muscle spasm"
7715,"orphenadrine","ICD10CM","R25.2","Cramp and spasm"
7715,"orphenadrine","ICD10CM","R29.898","Other symptoms and signs involving the musculoskeletal system"
7715,"orphenadrine","ICD10CM","R52","Pain NOS"
7715,"orphenadrine","ICD10CM","R68.89","Other general symptoms and signs"
7715,"orphenadrine","ICD9CM","037","Tetanus"
7715,"orphenadrine","ICD9CM","041.84","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes"
7715,"orphenadrine","ICD9CM","338-338.99","PAIN"
7715,"orphenadrine","ICD9CM","728.85","Spasm of muscle"
7715,"orphenadrine","ICD9CM","729.1","Myalgia and myositis, unspecified"
7715,"orphenadrine","ICD9CM","780.99","Other general symptoms"
7715,"orphenadrine","ICD9CM","781.99","Other symptoms involving nervous and musculoskeletal systems"
7773,"oxacillin","ICD10CM","A41.9","Sepsis, unspecified organism"
7773,"oxacillin","ICD10CM","A48.52","Wound botulism"
7773,"oxacillin","ICD10CM","A49","Bacterial infection of unspecified site"
7773,"oxacillin","ICD10CM","A49.01","Methicillin susceptible Staphylococcus aureus infection, unspecified site"
7773,"oxacillin","ICD10CM","A49.9","Bacterial infection, unspecified"
7773,"oxacillin","ICD10CM","B99.9","Unspecified infectious disease"
7773,"oxacillin","ICD10CM","G00","bacterial meningitis"
7773,"oxacillin","ICD10CM","G00.9","Bacterial meningitis, unspecified"
7773,"oxacillin","ICD10CM","I33.0","Acute and subacute infective endocarditis"
7773,"oxacillin","ICD10CM","J98.8","Other specified respiratory disorders"
7773,"oxacillin","ICD10CM","L03.90","Cellulitis, unspecified"
7773,"oxacillin","ICD10CM","M86","Osteomyelitis"
7773,"oxacillin","ICD10CM","M86.9","Osteomyelitis, unspecified"
7773,"oxacillin","ICD10CM","N39.0","Urinary tract infection, site not specified"
7773,"oxacillin","ICD10CM","O86.0","Infection of obstetric surgical wound"
7773,"oxacillin","ICD10CM","P36.9","Bacterial sepsis of newborn, unspecified"
7773,"oxacillin","ICD10CM","P39.3","Neonatal urinary tract infection"
7773,"oxacillin","ICD10CM","P39.9","Infection specific to the perinatal period, unspecified"
7773,"oxacillin","ICD10CM","T14.8","Other injury of unspecified body region"
7773,"oxacillin","ICD10CM","T14.90","Injury, unspecified"
7773,"oxacillin","ICD10CM","T81.9XXS","Unspecified complication of procedure, sequela"
7773,"oxacillin","ICD9CM","001-139.99","INFECTIOUS AND PARASITIC DISEASES"
7773,"oxacillin","ICD9CM","038","Septicemia"
7773,"oxacillin","ICD9CM","038.9","Septicemia NOS"
7773,"oxacillin","ICD9CM","041.10","Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified"
7773,"oxacillin","ICD9CM","041.9","Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site"
7773,"oxacillin","ICD9CM","047.9","Viral meningitis NOS"
7773,"oxacillin","ICD9CM","136.9","Unspecified infectious and parasitic diseases"
7773,"oxacillin","ICD9CM","320","Bacterial meningitis"
7773,"oxacillin","ICD9CM","320.9","Bacterial meningitis NOS"
7773,"oxacillin","ICD9CM","421.0","Acute and subacute bacterial endocarditis"
7773,"oxacillin","ICD9CM","519.8","Other diseases of respiratory system, not elsewhere classified"
7773,"oxacillin","ICD9CM","599.0","Urin tract infection NOS"
7773,"oxacillin","ICD9CM","682.9","Cellulitis and abscess of unspecified sites"
7773,"oxacillin","ICD9CM","730.2","Unspecified osteomyelitis"
7773,"oxacillin","ICD9CM","730.20","Osteomyelitis NOS-unspec"
7773,"oxacillin","ICD9CM","730.9","Unspecified infection of bone"
7773,"oxacillin","ICD9CM","730.90","Unspecified infection of bone, site unspecified"
7773,"oxacillin","ICD9CM","958.3","Posttraumatic wound infection not elsewhere classified"
7773,"oxacillin","ICD9CM","995.91","Sepsis"
7773,"oxacillin","ICD9CM","998.9","Unspecified complication of procedure, not elsewhere classified"
7779,"oxandrolone","ICD10CM","B99.9","Unspecified infectious disease"
7779,"oxandrolone","ICD10CM","E41","Nutritional marasmus"
7779,"oxandrolone","ICD10CM","M81.0","Age-related osteoporosis without current pathological fracture"
7779,"oxandrolone","ICD10CM","M89.8X9","Other specified disorders of bone, unspecified site"
7779,"oxandrolone","ICD9CM","136.9","Unspecified infectious and parasitic diseases"
7779,"oxandrolone","ICD9CM","733.0","Osteoporosis"
7779,"oxandrolone","ICD9CM","733.00","Osteoporosis NOS"
7781,"oxazepam","ICD10CM","F10.230","Alcohol dependence with withdrawal, uncomplicated"
7781,"oxazepam","ICD10CM","F10.231","Alcohol dependence with withdrawal delirium"
7781,"oxazepam","ICD10CM","F10.232","Alcohol dependence with withdrawal with perceptual disturbance"
7781,"oxazepam","ICD10CM","F10.239","Alcohol dependence with withdrawal, unspecified"
7781,"oxazepam","ICD10CM","F41.1","Anxiety reaction"
7781,"oxazepam","ICD10CM","F41.9","Anxiety disorder, unspecified"
7781,"oxazepam","ICD10CM","F48.9","Nonpsychotic mental disorder, unspecified"
7781,"oxazepam","ICD10CM","G40.009","Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus"
7781,"oxazepam","ICD10CM","G40.109","Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus"
7781,"oxazepam","ICD10CM","R45.0","Nervousness"
7781,"oxazepam","ICD10CM","R45.1","Restlessness and agitation"
7781,"oxazepam","ICD10CM","R45.4","Irritability and anger"
7781,"oxazepam","ICD10CM","R45.89","Other symptoms and signs involving emotional state"
7781,"oxazepam","ICD10CM","R68.12","Fussy infant (baby)"
7781,"oxazepam","ICD10CM","Z63.79","Other stressful life events affecting family and household"
7781,"oxazepam","ICD9CM","291.0","Alcohol withdrawal delirium"
7781,"oxazepam","ICD9CM","291.81","Alcohol withdrawal"
7781,"oxazepam","ICD9CM","300.2","Phobic disorders"
7781,"oxazepam","ICD9CM","300.20","Phobia, unspecified"
7781,"oxazepam","ICD9CM","300.9","Unspecified nonpsychotic mental disorder"
7781,"oxazepam","ICD9CM","307.9","Other and unspecified special symptoms or syndromes, not elsewhere classified"
7781,"oxazepam","ICD9CM","345.50","Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy"
7781,"oxazepam","ICD9CM","780.39","Other convulsions"
7781,"oxazepam","ICD9CM","799.22","Irritability"
7781,"oxazepam","ICD9CM","799.89","Other ill-defined conditions"
7801,"oxprenolol","ICD10CM","I10","Essential (primary) hypertension"
7801,"oxprenolol","ICD10CM","I20.8","Angina of effort"
7801,"oxprenolol","ICD10CM","I45.9","Conduction disorder, unspecified"
7801,"oxprenolol","ICD10CM","I49.9","Arrhythmia (cardiac) NOS"
7801,"oxprenolol","ICD10CM","P29.2","Neonatal hypertension"
7801,"oxprenolol","ICD9CM","401","Essential hypertension"
7801,"oxprenolol","ICD9CM","401-405.99","HYPERTENSIVE DISEASE"
7801,"oxprenolol","ICD9CM","401.9","Unspecified essential hypertension"
7801,"oxprenolol","ICD9CM","413.9","Other and unspecified angina pectoris"
7801,"oxprenolol","ICD9CM","426","Conduction disorders"
7801,"oxprenolol","ICD9CM","426.9","Conduction disorder, unspecified"
7801,"oxprenolol","ICD9CM","427","Cardiac dysrhythmias"
7801,"oxprenolol","ICD9CM","427.9","Cardiac dysrhythmia NOS"
7801,"oxprenolol","ICD9CM","997.91","Complications affecting other specified body systems, not elsewhere classified, hypertension"
7804,"oxycodone","ICD10CM","G89.18","Other acute postprocedural pain"
7804,"oxycodone","ICD10CM","R41.89","Other symptoms and signs involving cognitive functions and awareness"
7804,"oxycodone","ICD10CM","R52","Acute pain NOS"
7804,"oxycodone","ICD9CM","338-338.99","PAIN"
7804,"oxycodone","ICD9CM","338.18","Other acute postoperative pain"
7804,"oxycodone","ICD9CM","780.99","Other general symptoms"
7804,"oxycodone","ICD9CM","V45.89","Other postprocedural status"
7806,"oxygen","ICD10CM","A48.52","Wound botulism"
7806,"oxygen","ICD10CM","B99.9","Unspecified infectious disease"
7806,"oxygen","ICD10CM","G44.00","Ciliary neuralgia"
7806,"oxygen","ICD10CM","G44.009","Cluster headache syndrome NOS"
7806,"oxygen","ICD10CM","G44.019","Episodic cluster headache, not intractable"
7806,"oxygen","ICD10CM","G44.02","Chronic cluster headache"
7806,"oxygen","ICD10CM","G44.029","Chronic cluster headache NOS"
7806,"oxygen","ICD10CM","G93.1","Anoxic brain damage, not elsewhere classified"
7806,"oxygen","ICD10CM","I96","Gangrene, not elsewhere classified"
7806,"oxygen","ICD10CM","J18.9","Pneumonia, unspecified organism"
7806,"oxygen","ICD10CM","J81","Pulmonary edema"
7806,"oxygen","ICD10CM","J81.1","Chronic pulmonary edema"
7806,"oxygen","ICD10CM","J84.10","Pulmonary fibrosis, unspecified"
7806,"oxygen","ICD10CM","O86.0","Infection of obstetric surgical wound"
7806,"oxygen","ICD10CM","P39.9","Infection specific to the perinatal period, unspecified"
7806,"oxygen","ICD10CM","P84","Other problems with newborn"
7806,"oxygen","ICD10CM","R06.89","Other abnormalities of breathing"
7806,"oxygen","ICD10CM","S06.9X0","Unspecified intracranial injury without loss of consciousness"
7806,"oxygen","ICD10CM","T14.8","Other injury of unspecified body region"
7806,"oxygen","ICD10CM","T14.90","Injury, unspecified"
7806,"oxygen","ICD10CM","T58.94","Toxic effect of carbon monoxide from unspecified source, undetermined"
7806,"oxygen","ICD10CM","T59.0X1","Toxic effect of nitrogen oxides, accidental (unintentional)"
7806,"oxygen","ICD10CM","T70.3","Caisson disease [decompression sickness]"
7806,"oxygen","ICD10CM","T79.0","Air embolism (traumatic)"
7806,"oxygen","ICD9CM","339.00","Cluster headache syn NOS"
7806,"oxygen","ICD9CM","339.02","Chronic cluster headache"
7806,"oxygen","ICD9CM","346","Migraine"
7806,"oxygen","ICD9CM","346.20","Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus"
7806,"oxygen","ICD9CM","346.9","Migraine, unspecified"
7806,"oxygen","ICD9CM","480-488.99","PNEUMONIA AND INFLUENZA"
7806,"oxygen","ICD9CM","486","Pneumonia, organism unspecified"
7806,"oxygen","ICD9CM","487.0","Influenza with pneumonia"
7806,"oxygen","ICD9CM","515","Postinflammatory pulmonary fibrosis"
7806,"oxygen","ICD9CM","785.4","Gangrene"
7806,"oxygen","ICD9CM","786.09","Other respiratory abnormalities"
7806,"oxygen","ICD9CM","958.3","Posttraumatic wound infection not elsewhere classified"
7806,"oxygen","ICD9CM","986","Toxic effect of carbon monoxide"
7806,"oxygen","ICD9CM","993.3","Caisson disease"
7812,"oxymetazoline","ICD10CM","H10","Conjunctivitis"
7812,"oxymetazoline","ICD10CM","H10.9","Unspecified conjunctivitis"
7812,"oxymetazoline","ICD10CM","J00","Acute nasopharyngitis [common cold]"
7812,"oxymetazoline","ICD10CM","J06.9","Acute upper respiratory infection, unspecified"
7812,"oxymetazoline","ICD10CM","J30","spasmodic rhinorrhea"
7812,"oxymetazoline","ICD10CM","J30.1","Allergic rhinitis due to pollen"
7812,"oxymetazoline","ICD10CM","J30.2","Other seasonal allergic rhinitis"
7812,"oxymetazoline","ICD10CM","J31.0","Chronic rhinitis"
7812,"oxymetazoline","ICD10CM","J32","sinus infection"
7812,"oxymetazoline","ICD10CM","J32.9","Chronic sinusitis, unspecified"
7812,"oxymetazoline","ICD10CM","J44.9","Chronic obstructive airway disease NOS"
7812,"oxymetazoline","ICD10CM","J45.909","Unspecified asthma, uncomplicated"
7812,"oxymetazoline","ICD10CM","L53.9","Erythema NOS"
7812,"oxymetazoline","ICD10CM","L71","Rosacea"
7812,"oxymetazoline","ICD10CM","L71.9","Rosacea, unspecified"
7812,"oxymetazoline","ICD10CM","P39.1","Neonatal conjunctivitis and dacryocystitis"
7812,"oxymetazoline","ICD10CM","P83.39","Other edema specific to newborn"
7812,"oxymetazoline","ICD10CM","P83.88","Other specified conditions of integument specific to newborn"
7812,"oxymetazoline","ICD10CM","R09.81","Nasal congestion"
7812,"oxymetazoline","ICD10CM","Z91.09","Other allergy status, other than to drugs and biological substances"
7812,"oxymetazoline","ICD9CM","372.0","Acute conjunctivitis"
7812,"oxymetazoline","ICD9CM","372.00","Acute conjunctivitis, unspecified"
7812,"oxymetazoline","ICD9CM","372.30","Conjunctivitis NOS"
7812,"oxymetazoline","ICD9CM","460","Acute nasopharyngitis"
7812,"oxymetazoline","ICD9CM","461","Acute sinusitis"
7812,"oxymetazoline","ICD9CM","461.9","Acute sinusitis, unspecified"
7812,"oxymetazoline","ICD9CM","477","Allergic rhinitis"
7812,"oxymetazoline","ICD9CM","477.0","Allergic rhinitis due to pollen"
7812,"oxymetazoline","ICD9CM","477.9","Allergic rhinitis, cause unspecified"
7812,"oxymetazoline","ICD9CM","478.19","Other disease of nasal cavity and sinuses"
7812,"oxymetazoline","ICD9CM","496","Chronic airway obstruction, not elsewhere classified"
7812,"oxymetazoline","ICD9CM","695","Erythematous conditions"
7812,"oxymetazoline","ICD9CM","695.3","Rosacea"
7812,"oxymetazoline","ICD9CM","695.9","Erythematous cond NOS"
7813,"oxymetholone","ICD10CM","D64.9","Anemia, unspecified"
7813,"oxymetholone","ICD9CM","285.9","Anemia NOS"
7814,"oxymorphone","ICD10CM","F41.1","Anxiety reaction"
7814,"oxymorphone","ICD10CM","F41.9","Anxiety disorder, unspecified"
7814,"oxymorphone","ICD10CM","P28.89","Other specified respiratory conditions of newborn"
7814,"oxymorphone","ICD10CM","R10.9","Unspecified abdominal pain"
7814,"oxymorphone","ICD10CM","R52","Acute pain NOS"
7814,"oxymorphone","ICD9CM","338-338.99","PAIN"
7814,"oxymorphone","ICD9CM","780.99","Other general symptoms"
7821,"oxytetracycline","ICD10CM","A07.9","Protozoal intestinal disease, unspecified"
7821,"oxytetracycline","ICD10CM","A49","Bacterial infection of unspecified site"
7821,"oxytetracycline","ICD10CM","A49.3","Mycoplasma infection, unspecified site"
7821,"oxytetracycline","ICD10CM","A49.8","Other bacterial infections of unspecified site"
7821,"oxytetracycline","ICD10CM","A49.9","Bacterial infection, unspecified"
7821,"oxytetracycline","ICD10CM","A50.2","Early congenital syphilis, unspecified"
7821,"oxytetracycline","ICD10CM","A53.9","Syphilis, unspecified"
7821,"oxytetracycline","ICD10CM","A54","Gonococcal infection"
7821,"oxytetracycline","ICD10CM","A54.9","Gonococcal infection, unspecified"
7821,"oxytetracycline","ICD10CM","A58","Donovanosis"
7821,"oxytetracycline","ICD10CM","A69.8","Other specified spirochetal infections"
7821,"oxytetracycline","ICD10CM","A70","Chlamydia psittaci infections"
7821,"oxytetracycline","ICD10CM","A74.9","Chlamydial infection, unspecified"
7821,"oxytetracycline","ICD10CM","A75-A79","Rickettsioses (A75-A79)"
7821,"oxytetracycline","ICD10CM","A79.9","Rickettsial infection NOS"
7821,"oxytetracycline","ICD10CM","B50-B64","Protozoal diseases (B50-B64)"
7821,"oxytetracycline","ICD10CM","B64","Unspecified protozoal disease"
7821,"oxytetracycline","ICD10CM","B94.8","Sequelae of other specified infectious and parasitic diseases"
7821,"oxytetracycline","ICD10CM","B96.1","Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere"
7821,"oxytetracycline","ICD10CM","B96.89","Other specified bacterial agents as the cause of diseases classified elsewhere"
7821,"oxytetracycline","ICD10CM","G00.8","Other bacterial meningitis"
7821,"oxytetracycline","ICD10CM","J15.0","Pneumonia due to Klebsiella pneumoniae"
7821,"oxytetracycline","ICD10CM","J18.9","Pneumonia, unspecified organism"
7821,"oxytetracycline","ICD10CM","L70.0","Acne vulgaris"
7821,"oxytetracycline","ICD10CM","N30.90","Cystitis, unspecified without hematuria"
7821,"oxytetracycline","ICD10CM","N39.0","Urinary tract infection, site not specified"
7821,"oxytetracycline","ICD10CM","P39.3","Neonatal urinary tract infection"
7821,"oxytetracycline","ICD9CM","007.9","Unspecified protozoal intestinal disease"
7821,"oxytetracycline","ICD9CM","041.81","Other specified bacterial infections in conditions classified elsewhere and of unspecified site, mycoplasma"
7821,"oxytetracycline","ICD9CM","041.9","Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site"
7821,"oxytetracycline","ICD9CM","073","Ornithosis"
7821,"oxytetracycline","ICD9CM","073.9","Ornithosis NOS"
7821,"oxytetracycline","ICD9CM","076","Trachoma"
7821,"oxytetracycline","ICD9CM","076.9","Trachoma NOS"
7821,"oxytetracycline","ICD9CM","079.98","Unspecified chlamydial infection"
7821,"oxytetracycline","ICD9CM","081.9","Typhus NOS"
7821,"oxytetracycline","ICD9CM","083.0","Q fever"
7821,"oxytetracycline","ICD9CM","083.9","Rickettsiosis NOS"
7821,"oxytetracycline","ICD9CM","086","Trypanosomiasis"
7821,"oxytetracycline","ICD9CM","086.9","Trypanosomiasis, unspecified"
7821,"oxytetracycline","ICD9CM","087","Relapsing fever"
7821,"oxytetracycline","ICD9CM","087.9","Relapsing fever NOS"
7821,"oxytetracycline","ICD9CM","097","Other and unspecified syphilis"
7821,"oxytetracycline","ICD9CM","097.9","Syphilis NOS"
7821,"oxytetracycline","ICD9CM","098","Gonococcal infections"
7821,"oxytetracycline","ICD9CM","136.8","Other specified infectious and parasitic diseases"
7821,"oxytetracycline","ICD9CM","706.1","Other acne"
7824,"oxytocin","ICD10CM","O72","Postpartum hemorrhage"
7824,"oxytocin","ICD10CM","O72.1","Other immediate postpartum hemorrhage"
7824,"oxytocin","ICD10CM","O72.2","Delayed and secondary postpartum hemorrhage"
7824,"oxytocin","ICD10CM","O72.3","Postpartum coagulation defects"
7824,"oxytocin","ICD10CM","P01.9","Newborn affected by maternal complication of pregnancy, unspecified"
7824,"oxytocin","ICD10CM","P54.9","Neonatal hemorrhage, unspecified"
7824,"oxytocin","ICD10CM","R58","Hemorrhage NOS"
7824,"oxytocin","ICD10CM","Z33.1","Pregnant state, incidental"
7824,"oxytocin","ICD9CM","287.9","Unspecified hemorrhagic conditions"
7824,"oxytocin","ICD9CM","459.0","Hemorrhage NOS"
